Company	Element	APS	Specification
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Gold conjugates are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Transferrin conjugated gold nanoparticles are suitable for use in cell uptake studies and can be detected using light microscopy (requires silver enhancement), dark-field microscopy, and electron microscopy. Working dilution 1:10-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein G conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:30-1:300.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		DiagNano Protein A conjugated gold nanoparticles are suitable for use in immunoblotting, light microscopy, and electron microscopy applications. Working dilution 1:25-1:100.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Ideal for binding and detection of streptavidin in applications such as TEM, ELISA and Immuno dot-blots among others.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Suitable for conjugating proteins and DNA using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		Ideal for covalent conjugation of antibodies, proteins and other ligands using standard EDC/NHS coupling chemistry.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		As negative control to other functionalized gold nanoparticles, e.g. carboxyl, amine and biotin. Ideal for passive tumor targeting studies in vivo.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Ideal for use in dark-field microscopy, electron microscopy, SERS and drug delivery.
CD Bioparticles	Gold		Application in sensors, solar cells, flexible optical polarizers and filters, spin coating, negative refractive index materials, liquid crystals, security anti-forge materials.
CD Bioparticles	Gold		Application in sensors, solar cells, flexible optical polarizers and filters, spin coating, negative refractive index materials, liquid crystals, security anti-forge materials.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		The purest gold nanoparticles ideal for further functionalization and biological applicatoins sush as SERS and fluorescent imaging.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
CD Bioparticles	Gold		Ideal for adsorption of thiolated ligands such as oligonucleotides and polyethylene glycols. Also ideal for use in physical and optical applications due to the increased stability.
